P,chunk_sizes,time
5.0,1905.0,4.465096950531006
6.0,1905.0,4.3229711055755615
7.0,1905.0,4.6632466316223145
8.0,1905.0,4.311309099197388
9.0,1905.0,4.4032042026519775
10.0,1905.0,4.475680112838745
11.0,1905.0,4.640882968902588
12.0,1905.0,5.0808069705963135
1.0,2076.0,5.041318893432617
2.0,2076.0,3.887976884841919
3.0,2076.0,4.495711088180542
4.0,2076.0,4.630825042724609
5.0,2076.0,4.1341259479522705
6.0,2076.0,4.167130947113037
7.0,2076.0,5.046926975250244
8.0,2076.0,5.232325077056885
9.0,2076.0,4.437071800231934
10.0,2076.0,4.650989055633545
11.0,2076.0,4.931915044784546
12.0,2076.0,4.482421159744263
1.0,2262.0,5.1967949867248535
2.0,2262.0,4.1723620891571045
3.0,2262.0,4.413669109344482
4.0,2262.0,5.105062007904053
5.0,2262.0,8.891256093978882
6.0,2262.0,5.640854120254517
7.0,2262.0,5.027848958969116
8.0,2262.0,4.491130113601685
9.0,2262.0,4.4294960498809814
10.0,2262.0,4.2640221118927
11.0,2262.0,4.184031963348389
12.0,2262.0,4.348587989807129
1.0,2465.0,5.1274449825286865
2.0,2465.0,3.712347984313965
3.0,2465.0,3.9623067378997803
4.0,2465.0,4.460514783859253
5.0,2465.0,4.587964773178101
6.0,2465.0,4.679030895233154
7.0,2465.0,4.691899061203003
8.0,2465.0,4.3672707080841064
9.0,2465.0,4.470968008041382
10.0,2465.0,4.253306150436401
11.0,2465.0,4.491883993148804
12.0,2465.0,4.125601768493652
1.0,2685.0,4.971536874771118
2.0,2685.0,4.22528600692749
3.0,2685.0,5.037613153457642
4.0,2685.0,4.122357606887817
5.0,2685.0,3.807525157928467
6.0,2685.0,3.8388521671295166
7.0,2685.0,3.8304591178894043
8.0,2685.0,3.8936500549316406
9.0,2685.0,3.8247461318969727
10.0,2685.0,3.9909658432006836
11.0,2685.0,3.8336782455444336
12.0,2685.0,3.745155096054077
1.0,2926.0,5.234782934188843
2.0,2926.0,3.660670042037964
3.0,2926.0,3.7579410076141357
4.0,2926.0,3.739492654800415
5.0,2926.0,3.7838547229766846
6.0,2926.0,3.769047975540161
7.0,2926.0,3.796478271484375
8.0,2926.0,3.9041121006011963
9.0,2926.0,3.8736579418182373
10.0,2926.0,3.9377517700195312
11.0,2926.0,3.8230841159820557
12.0,2926.0,4.009652853012085
1.0,3188.0,5.01101016998291
2.0,3188.0,4.020962953567505
3.0,3188.0,4.096534967422485
4.0,3188.0,2.8484439849853516
5.0,3188.0,2.916635751724243
6.0,3188.0,2.8523128032684326
7.0,3188.0,2.8072030544281006
8.0,3188.0,2.848635196685791
9.0,3188.0,2.837010383605957
10.0,3188.0,2.852625846862793
11.0,3188.0,2.807528257369995
12.0,3188.0,2.932965040206909
1.0,3474.0,3.233536958694458
2.0,3474.0,2.929105043411255
3.0,3474.0,2.972973108291626
4.0,3474.0,2.9225339889526367
5.0,3474.0,3.0113000869750977
6.0,3474.0,3.0781171321868896
7.0,3474.0,3.2019989490509033
8.0,3474.0,3.0967960357666016
9.0,3474.0,3.2302181720733643
10.0,3474.0,3.116604804992676
11.0,3474.0,3.166363000869751
12.0,3474.0,3.159670114517212
1.0,3786.0,3.152111053466797
2.0,3786.0,3.1287381649017334
3.0,3786.0,3.1892480850219727
4.0,3786.0,3.077204942703247
5.0,3786.0,3.1087989807128906
6.0,3786.0,3.160339832305908
7.0,3786.0,3.200493097305298
8.0,3786.0,3.054086208343506
9.0,3786.0,3.1565089225769043
10.0,3786.0,3.1102426052093506
11.0,3786.0,3.255570888519287
12.0,3786.0,3.3247199058532715
1.0,4125.0,3.070608139038086
2.0,4125.0,3.231682062149048
3.0,4125.0,3.1424357891082764
4.0,4125.0,3.1430797576904297
5.0,4125.0,3.283555030822754
6.0,4125.0,3.1215219497680664
7.0,4125.0,3.2689568996429443
8.0,4125.0,3.2727718353271484
9.0,4125.0,3.2111599445343018
10.0,4125.0,3.251783847808838
11.0,4125.0,3.4421539306640625
12.0,4125.0,3.3270962238311768
1.0,4494.0,3.070091962814331
2.0,4494.0,3.214110851287842
3.0,4494.0,3.195810079574585
4.0,4494.0,3.3201727867126465
5.0,4494.0,3.2480111122131348
6.0,4494.0,3.2584829330444336
7.0,4494.0,3.2692277431488037
8.0,4494.0,3.2082390785217285
9.0,4494.0,3.3497347831726074
10.0,4494.0,3.3312699794769287
11.0,4494.0,3.343498945236206
12.0,4494.0,3.4018733501434326
1.0,4897.0,3.08365797996521
2.0,4897.0,3.258923053741455
3.0,4897.0,3.2675108909606934
4.0,4897.0,3.289828062057495
5.0,4897.0,3.2607481479644775
6.0,4897.0,3.2468490600585938
7.0,4897.0,3.268824815750122
8.0,4897.0,3.3561463356018066
9.0,4897.0,3.410191059112549
10.0,4897.0,3.416003942489624
11.0,4897.0,3.509860038757324
12.0,4897.0,3.497680187225342
