Resulution,Numpy Time,Dask Time
1000,0.24051809310913086,0.44617295265197754
2000,0.8609240055084229,0.9181728363037109
3000,1.884483814239502,1.9555411338806152
4000,3.38814115524292,3.381664991378784
5000,5.911946058273315,5.5977442264556885
6000,8.896862030029297,7.135441064834595
7000,11.797842025756836,9.012292861938477
8000,15.337163209915161,17.585536003112793
